"日期","收市","開市","高","低","成交量","更改%"
"2019年10月12日","8,318.3","8,278.2","8,421.0","8,272.5","1.71K","0.46%"
"2019年10月11日","8,280.0","8,596.0","8,815.2","8,253.0","6.08K","-3.68%"
"2019年10月10日","8,596.0","8,610.4","8,682.8","8,472.0","4.32K","-0.13%"
"2019年10月9日","8,607.5","8,205.0","8,717.9","8,146.6","8.39K","4.83%"
"2019年10月8日","8,211.2","8,234.6","8,362.0","8,132.8","3.47K","-0.19%"
"2019年10月7日","8,227.0","7,886.2","8,342.0","7,794.9","8.15K","4.36%"
"2019年10月6日","7,883.1","8,162.5","8,183.1","7,807.1","5.85K","-3.42%"
"2019年10月5日","8,162.5","8,170.1","8,210.7","8,040.0","3.33K","-0.09%"
"2019年10月4日","8,170.0","8,260.5","8,264.9","8,040.0","3.05K","-1.06%"
"2019年10月3日","8,257.9","8,414.9","8,440.0","8,100.7","3.72K","-1.85%"
"2019年10月2日","8,413.4","8,333.7","8,419.9","8,193.5","3.45K","0.94%"
"2019年10月1日","8,334.9","8,331.1","8,539.0","8,228.0","5.84K","0.05%"
"2019年9月30日","8,331.1","8,090.1","8,384.0","7,753.0","10.92K","2.98%"
"2019年9月29日","8,090.0","8,238.2","8,260.2","7,930.7","6.14K","-1.80%"
"2019年9月28日","8,238.6","8,215.3","8,354.7","8,047.9","5.45K","0.31%"
"2019年9月27日","8,213.4","8,105.9","8,296.5","7,906.3","7.47K","1.35%"
"2019年9月26日","8,103.6","8,475.3","8,489.9","7,800.1","15.42K","-4.38%"
"2019年9月25日","8,474.7","8,535.0","8,770.0","8,266.1","12.77K","-0.86%"
"2019年9月24日","8,547.9","9,702.6","9,788.1","8,110.1","34.87K","-11.90%"
"2019年9月23日","9,702.6","10,055.0","10,077.0","9,627.5","5.49K","-3.48%"
"2019年9月22日","10,052.0","10,012.0","10,105.0","9,881.4","2.75K","0.39%"
"2019年9月21日","10,013.0","10,197.0","10,199.0","9,958.1","2.98K","-1.81%"
"2019年9月20日","10,198.0","10,303.0","10,340.0","10,105.0","2.51K","-1.00%"
"2019年9月19日","10,301.0","10,185.0","10,417.0","9,655.0","9.77K","1.14%"
"2019年9月18日","10,185.0","10,214.1","10,278.0","10,111.0","3.34K","-0.28%"
"2019年9月17日","10,214.1","10,290.0","10,308.0","10,171.0","2.94K","-0.79%"
"2019年9月16日","10,295.0","10,321.0","10,399.0","10,100.0","5.52K","-0.26%"
"2019年9月15日","10,322.0","10,381.0","10,402.0","10,287.0","1.88K","-0.55%"
"2019年9月14日","10,379.0","10,374.0","10,478.0","10,256.0","3.16K","0.05%"
"2019年9月13日","10,374.0","10,452.0","10,475.0","10,170.0","4.50K","-0.75%"
"2019年9月12日","10,452.0","10,174.2","10,488.0","10,065.1","4.40K","2.72%"
"2019年9月11日","10,175.0","10,121.0","10,297.0","9,866.5","4.35K","0.52%"
"2019年9月10日","10,122.0","10,317.0","10,399.0","9,961.7","4.21K","-1.90%"
"2019年9月9日","10,318.0","10,417.0","10,542.0","10,118.6","5.20K","-0.93%"
"2019年9月8日","10,415.0","10,489.0","10,599.0","10,257.0","3.51K","-0.70%"
"2019年9月7日","10,488.0","10,305.0","10,581.0","10,305.0","3.38K","1.66%"
"2019年9月6日","10,317.0","10,582.9","10,933.0","10,218.0","11.28K","-2.47%"
"2019年9月5日","10,578.7","10,593.0","10,663.0","10,483.0","3.01K","-0.11%"
"2019年9月4日","10,590.0","10,642.0","10,841.2","10,411.0","6.25K","-0.48%"
"2019年9月3日","10,641.0","10,401.0","10,766.0","10,300.0","10.74K","2.44%"
"2019年9月2日","10,388.0","9,783.0","10,473.0","9,754.9","11.14K","6.23%"
"2019年9月1日","9,779.1","9,623.9","9,858.0","9,560.1","2.87K","1.61%"
"2019年8月31日","9,623.9","9,600.7","9,710.2","9,472.1","2.75K","0.24%"
"2019年8月30日","9,601.0","9,509.4","9,710.0","9,384.3","3.75K","0.97%"
"2019年8月29日","9,509.0","9,727.3","9,727.3","9,360.4","7.08K","-2.25%"
"2019年8月28日","9,727.4","10,190.0","10,303.0","9,585.3","10.41K","-4.48%"
"2019年8月27日","10,184.0","10,376.2","10,392.0","10,036.9","4.52K","-1.86%"
"2019年8月26日","10,377.0","10,144.0","10,654.0","10,144.0","8.98K","2.42%"
"2019年8月25日","10,132.0","10,162.0","10,349.0","9,881.1","5.21K","-0.20%"
"2019年8月24日","10,152.0","10,414.0","10,427.0","9,900.0","5.41K","-2.46%"
"2019年8月23日","10,408.0","10,117.0","10,461.0","10,063.0","6.39K","2.88%"
"2019年8月22日","10,117.0","10,147.0","10,247.0","9,790.0","6.53K","-0.29%"
"2019年8月21日","10,146.0","10,795.0","10,825.0","9,880.0","11.79K","-5.99%"
"2019年8月20日","10,793.0","10,947.0","10,986.0","10,588.0","5.83K","-1.32%"
"2019年8月19日","10,937.0","10,329.0","10,960.0","10,280.0","7.38K","5.91%"
"2019年8月18日","10,327.0","10,230.0","10,529.0","10,086.0","3.90K","0.97%"
"2019年8月17日","10,228.0","10,372.0","10,487.0","10,004.1","4.89K","-1.33%"
"2019年8月16日","10,366.0","10,324.0","10,568.0","9,783.4","12.89K","0.38%"
"2019年8月15日","10,327.0","10,067.0","10,470.0","9,522.5","17.37K","2.58%"
"2019年8月14日","10,067.0","10,904.0","10,909.0","9,980.0","14.51K","-7.68%"
"2019年8月13日","10,904.0","11,411.0","11,468.0","10,801.0","9.00K","-4.38%"
"2019年8月12日","11,404.0","11,577.0","11,578.8","11,272.0","3.20K","-1.57%"
"2019年8月11日","11,586.0","11,308.0","11,594.0","11,158.0","5.44K","2.40%"
"2019年8月10日","11,314.0","11,892.0","12,003.0","11,263.0","9.02K","-4.87%"
"2019年8月9日","11,893.0","12,051.0","12,092.7","11,711.0","7.81K","-1.38%"
"2019年8月8日","12,060.0","11,999.0","12,126.0","11,570.0","10.97K","0.53%"
"2019年8月7日","11,997.0","11,472.0","12,122.0","11,386.0","13.66K","4.58%"
"2019年8月6日","11,471.2","11,824.0","12,307.0","11,268.0","19.34K","-2.85%"
"2019年8月5日","11,808.0","10,974.0","11,938.0","10,973.0","16.13K","7.61%"
"2019年8月4日","10,973.0","10,822.0","11,060.0","10,595.0","9.28K","1.40%"
"2019年8月3日","10,822.0","10,520.0","10,910.0","10,506.0","7.42K","2.88%"
"2019年8月2日","10,519.0","10,400.0","10,648.3","10,345.0","8.44K","1.15%"
"2019年8月1日","10,399.0","10,096.0","10,500.0","9,899.9","7.78K","3.08%"
"2019年7月31日","10,088.0","9,588.9","10,099.0","9,575.5","7.94K","5.20%"
"2019年7月30日","9,589.0","9,503.5","9,736.0","9,401.6","5.19K","0.86%"
"2019年7月29日","9,507.0","9,530.0","9,690.0","9,396.6","5.70K","-0.13%"
"2019年7月28日","9,519.0","9,463.1","9,604.2","9,112.3","7.75K","0.56%"
"2019年7月27日","9,465.7","9,840.3","10,189.0","9,300.3","11.77K","-3.83%"
"2019年7月26日","9,842.5","9,888.0","9,899.0","9,672.0","5.12K","-0.48%"
"2019年7月25日","9,890.1","9,772.0","10,180.0","9,735.0","9.22K","1.22%"
"2019年7月24日","9,771.0","9,859.0","9,917.7","9,541.9","11.57K","-0.85%"
"2019年7月23日","9,854.9","10,330.0","10,330.0","9,824.5","9.77K","-4.59%"
"2019年7月22日","10,329.0","10,572.0","10,667.0","10,094.0","10.90K","-2.27%"
"2019年7月21日","10,569.4","10,741.0","10,811.0","10,300.0","8.25K","-1.59%"
"2019年7月20日","10,740.0","10,517.6","11,085.0","10,402.0","12.13K","2.10%"
"2019年7月19日","10,519.0","10,624.0","10,759.0","10,132.7","13.16K","-0.97%"
"2019年7月18日","10,622.0","9,691.2","10,750.0","9,271.6","28.83K","9.70%"
"2019年7月17日","9,683.2","9,418.4","9,963.1","9,090.0","23.12K","2.90%"
"2019年7月16日","9,410.0","10,813.0","10,991.0","9,378.0","26.18K","-13.03%"
"2019年7月15日","10,820.0","10,193.0","11,043.0","9,920.6","21.44K","6.01%"
"2019年7月14日","10,206.8","11,324.0","11,390.0","10,125.0","22.49K","-9.77%"
"2019年7月13日","11,312.0","11,779.0","11,803.0","10,806.0","14.72K","-3.85%"
"2019年7月12日","11,765.0","11,327.0","11,900.0","11,100.0","12.25K","3.75%"
"2019年7月11日","11,340.0","12,092.0","12,092.0","11,006.0","21.60K","-6.23%"
"2019年7月10日","12,093.0","12,564.0","13,173.0","11,572.0","36.06K","-3.66%"
"2019年7月9日","12,553.0","12,301.5","12,811.0","12,173.0","19.16K","2.05%"
"2019年7月8日","12,301.0","11,484.0","12,382.0","11,339.0","17.84K","7.10%"
"2019年7月7日","11,486.0","11,276.0","11,618.0","11,121.6","8.42K","1.80%"
"2019年7月6日","11,283.0","10,983.0","11,720.0","10,983.0","12.21K","2.59%"
"2019年7月5日","10,998.0","11,141.0","11,440.0","10,802.0","16.37K","-1.53%"
"2019年7月4日","11,169.0","12,000.0","12,063.5","11,057.0","19.84K","-6.80%"
"2019年7月3日","11,984.0","10,903.0","12,004.0","10,903.0","28.09K","10.29%"
"2019年7月2日","10,866.0","10,639.8","10,961.0","9,745.1","28.78K","2.13%"
"2019年7月1日","10,639.0","10,777.0","11,221.0","10,099.0","24.90K","-0.99%"
"2019年6月30日","10,745.0","11,973.0","12,229.0","10,705.0","19.07K","-9.86%"
"2019年6月29日","11,921.0","12,350.7","12,350.7","11,375.0","20.39K","-3.47%"
"2019年6月28日","12,349.0","11,183.0","12,404.0","10,812.0","31.98K","10.26%"
"2019年6月27日","11,200.0","12,876.0","13,222.0","10,397.0","47.61K","-13.02%"
"2019年6月26日","12,876.0","11,746.0","13,764.0","11,693.0","55.59K","9.57%"
"2019年6月25日","11,751.0","11,070.0","11,780.0","10,992.4","21.85K","6.32%"
"2019年6月24日","11,053.0","10,913.0","11,135.0","10,560.0","14.40K","1.26%"
"2019年6月23日","10,916.0","10,745.0","11,368.0","10,576.0","18.59K","1.56%"
"2019年6月22日","10,747.9","10,227.0","11,210.0","10,098.2","36.68K","5.00%"
"2019年6月21日","10,236.0","9,557.8","10,249.0","9,557.8","22.23K","7.10%"
"2019年6月20日","9,557.1","9,306.0","9,620.8","9,241.0","10.59K","2.70%"
"2019年6月19日","9,305.9","9,094.9","9,339.9","9,062.0","5.77K","2.31%"
"2019年6月18日","9,095.9","9,351.0","9,370.9","8,945.4","10.59K","-2.78%"
"2019年6月17日","9,356.0","8,986.0","9,489.9","8,986.0","14.17K","4.12%"
"2019年6月16日","8,986.0","8,852.8","9,389.6","8,803.0","20.91K","1.47%"
"2019年6月15日","8,856.0","8,689.0","8,904.1","8,611.0","9.40K","1.92%"
"2019年6月14日","8,689.1","8,230.0","8,714.9","8,163.3","12.71K","5.61%"
"2019年6月13日","8,227.4","8,177.6","8,333.0","8,038.9","8.89K","0.64%"
"2019年6月12日","8,175.4","7,903.1","8,238.8","7,822.3","9.14K","3.43%"
"2019年6月11日","7,904.1","8,018.8","8,048.9","7,711.3","6.53K","-1.37%"
"2019年6月10日","8,013.7","7,622.5","8,046.3","7,523.3","8.90K","4.90%"
"2019年6月9日","7,639.2","7,924.0","7,961.0","7,502.5","6.83K","-3.60%"
"2019年6月8日","7,924.6","8,002.1","8,064.8","7,802.0","4.77K","-0.84%"
"2019年6月7日","7,991.5","7,816.9","8,123.5","7,769.1","13.44K","2.38%"
"2019年6月6日","7,805.6","7,766.3","7,870.6","7,461.0","7.51K","0.21%"
"2019年6月5日","7,789.3","7,692.8","7,931.0","7,603.0","10.83K","1.25%"
"2019年6月4日","7,692.8","8,088.0","8,088.0","7,524.5","28.12K","-5.07%"
"2019年6月3日","8,103.4","8,740.1","8,740.1","8,050.1","18.66K","-7.28%"
"2019年6月2日","8,740.0","8,546.9","8,818.0","8,540.0","6.24K","2.26%"
"2019年6月1日","8,547.0","8,531.9","8,625.0","8,452.0","5.46K","0.16%"
"2019年5月31日","8,533.3","8,268.5","8,550.0","8,112.4","10.93K","3.18%"
"2019年5月30日","8,269.9","8,681.2","9,100.0","8,019.7","20.29K","-4.73%"
"2019年5月29日","8,680.9","8,738.1","8,794.9","8,490.0","10.30K","-0.69%"
"2019年5月28日","8,740.9","8,806.1","8,843.7","8,558.3","11.14K","-0.74%"
"2019年5月27日","8,806.0","8,730.0","8,951.0","8,661.0","17.56K","0.87%"
"2019年5月26日","8,729.9","8,054.9","8,820.0","7,880.2","20.14K","8.38%"
"2019年5月25日","8,054.9","7,990.0","8,135.0","7,950.4","4.34K","0.75%"
"2019年5月24日","7,994.9","7,872.1","8,158.6","7,801.6","10.92K","1.56%"
"2019年5月23日","7,872.4","7,619.9","7,957.1","7,496.3","10.55K","3.30%"
"2019年5月22日","7,621.1","7,933.6","8,030.0","7,507.9","10.78K","-3.98%"
"2019年5月21日","7,937.0","7,990.5","8,089.9","7,819.7","7.69K","-0.60%"
"2019年5月20日","7,985.0","8,188.3","8,188.3","7,601.0","16.90K","-2.50%"
"2019年5月19日","8,189.5","7,260.1","8,263.2","7,252.0","23.46K","12.80%"
"2019年5月18日","7,260.0","7,418.3","7,509.1","7,210.6","9.32K","-2.10%"
"2019年5月17日","7,415.4","7,857.5","7,905.7","7,067.4","29.02K","-5.62%"
"2019年5月16日","7,857.0","8,135.5","8,307.7","7,750.1","22.29K","-3.39%"
"2019年5月15日","8,132.9","7,951.9","8,208.9","7,837.6","19.04K","2.19%"
"2019年5月14日","7,958.3","7,753.2","8,194.1","7,684.1","29.32K","2.65%"
"2019年5月13日","7,753.2","6,980.1","8,049.9","6,883.9","36.47K","11.08%"
"2019年5月12日","6,979.9","7,125.1","7,448.0","6,860.0","31.96K","-2.19%"
"2019年5月11日","7,136.4","6,438.7","7,278.3","6,438.7","37.91K","10.84%"
"2019年5月10日","6,438.7","6,262.0","6,522.0","6,212.6","14.49K","2.88%"
"2019年5月9日","6,258.4","6,201.9","6,309.0","6,165.0","9.68K","0.93%"
"2019年5月8日","6,201.0","6,096.6","6,220.4","6,024.1","8.20K","1.86%"
"2019年5月7日","6,087.9","6,027.9","6,290.0","6,027.9","11.99K","1.00%"
"2019年5月6日","6,027.9","6,042.0","6,100.3","5,906.8","6.48K","-0.23%"
"2019年5月5日","6,042.0","6,098.2","6,112.0","5,956.2","5.82K","-0.92%"
"2019年5月4日","6,098.3","6,019.9","6,149.1","5,868.2","9.44K","1.37%"
"2019年5月3日","6,016.0","5,729.6","6,139.9","5,716.5","19.48K","5.11%"
"2019年5月2日","5,723.8","5,629.5","5,779.8","5,618.0","11.06K","1.67%"
"2019年5月1日","5,629.6","5,599.6","5,655.0","5,585.5","5.53K","0.54%"
"2019年4月30日","5,599.5","5,480.0","5,612.0","5,454.9","7.44K","2.18%"
"2019年4月29日","5,480.1","5,486.8","5,515.2","5,370.3","7.81K","-0.12%"
"2019年4月28日","5,486.8","5,400.6","5,542.2","5,400.6","7.76K","1.57%"
"2019年4月27日","5,401.8","5,410.9","5,456.9","5,355.4","4.57K","-0.17%"
"2019年4月26日","5,410.8","5,215.6","5,517.1","5,174.1","21.53K","3.68%"
"2019年4月25日","5,219.0","5,479.6","5,556.8","5,065.2","21.49K","-4.77%"
"2019年4月24日","5,480.3","5,547.1","5,647.4","5,415.0","16.53K","-1.27%"
"2019年4月23日","5,550.9","5,417.8","5,645.0","5,395.2","18.76K","2.46%"
"2019年4月22日","5,417.8","5,320.3","5,447.5","5,276.5","11.95K","1.80%"
"2019年4月21日","5,321.9","5,340.1","5,366.1","5,259.4","6.15K","-0.34%"
"2019年4月20日","5,340.0","5,314.1","5,375.6","5,289.2","6.48K","0.49%"
"2019年4月19日","5,314.0","5,310.8","5,371.1","5,225.0","6.31K","0.06%"
"2019年4月18日","5,310.8","5,254.5","5,339.3","5,254.0","9.04K","1.07%"
"2019年4月17日","5,254.5","5,234.3","5,291.1","5,224.7","9.28K","0.39%"
"2019年4月16日","5,234.3","5,042.8","5,256.2","5,030.0","8.38K","3.67%"
"2019年4月15日","5,049.2","5,190.1","5,217.1","5,000.7","9.52K","-2.79%"
"2019年4月14日","5,194.3","5,103.7","5,209.0","5,064.2","4.15K","1.81%"
"2019年4月13日","5,101.8","5,114.1","5,160.8","5,075.3","5.21K","-0.24%"
"2019年4月12日","5,114.0","5,059.0","5,134.9","4,935.2","9.22K","0.95%"
"2019年4月11日","5,065.8","5,315.5","5,340.0","5,001.1","19.39K","-4.63%"
"2019年4月10日","5,311.7","5,213.0","5,487.4","5,200.5","15.78K","1.83%"
"2019年4月9日","5,216.3","5,312.4","5,312.5","5,173.5","11.90K","-1.81%"
"2019年4月8日","5,312.5","5,238.9","5,361.7","5,148.5","17.82K","1.42%"
"2019年4月7日","5,238.1","5,091.1","5,313.1","5,075.0","9.95K","2.90%"
"2019年4月6日","5,090.5","5,080.4","5,280.0","4,968.1","14.20K","0.20%"
"2019年4月5日","5,080.4","4,939.3","5,130.0","4,930.1","11.36K","2.87%"
"2019年4月4日","4,938.9","4,976.9","5,099.9","4,834.0","15.42K","-0.79%"
"2019年4月3日","4,978.0","4,929.3","5,330.1","4,849.1","44.28K","1.03%"
"2019年4月2日","4,927.1","4,196.9","5,079.4","4,189.7","54.14K","17.40%"
"2019年4月1日","4,196.8","4,167.5","4,220.8","4,127.2","7.01K","0.70%"
"2019年3月31日","4,167.6","4,165.1","4,181.4","4,153.1","2.27K","0.06%"
"2019年3月30日","4,165.1","4,179.1","4,210.0","4,117.2","6.63K","-0.33%"
"2019年3月29日","4,179.0","4,092.6","4,188.0","4,084.7","8.65K","2.11%"
"2019年3月28日","4,092.6","4,102.7","4,104.0","4,066.4","6.22K","-0.24%"
"2019年3月27日","4,102.5","3,992.7","4,109.6","3,979.6","7.93K","2.78%"
"2019年3月26日","3,991.7","3,970.0","3,994.8","3,951.0","5.09K","0.55%"
"2019年3月25日","3,970.0","4,041.4","4,049.9","3,939.1","6.70K","-1.77%"
"2019年3月24日","4,041.4","4,063.0","4,063.2","4,011.5","3.36K","-0.54%"
"2019年3月23日","4,063.2","4,045.2","4,076.3","4,038.5","4.37K","0.44%"
"2019年3月22日","4,045.3","4,044.8","4,064.6","4,035.1","4.84K","0.01%"
"2019年3月21日","4,044.8","4,127.2","4,138.7","4,005.2","11.82K","-2.00%"
"2019年3月20日","4,127.2","4,104.6","4,136.2","4,073.9","7.82K","0.55%"
"2019年3月19日","4,104.7","4,073.7","4,118.0","4,056.6","5.55K","0.77%"
"2019年3月18日","4,073.5","4,069.0","4,119.9","4,035.6","3.68K","0.11%"
"2019年3月17日","4,068.9","4,088.0","4,088.3","4,041.1","3.38K","-0.47%"
"2019年3月16日","4,088.0","4,003.1","4,152.7","4,003.1","13.94K","2.12%"
"2019年3月15日","4,003.1","3,948.3","4,011.0","3,948.3","6.72K","1.39%"
"2019年3月14日","3,948.3","3,946.2","4,000.1","3,882.8","8.30K","0.01%"
"2019年3月13日","3,947.9","3,954.9","3,972.1","3,925.1","5.51K","-0.16%"
"2019年3月12日","3,954.1","3,950.7","3,979.5","3,895.2","7.63K","0.13%"
"2019年3月11日","3,949.0","4,000.0","4,009.2","3,920.7","6.61K","-1.28%"
"2019年3月10日","4,000.0","4,017.3","4,017.3","3,961.8","4.67K","-0.43%"
"2019年3月9日","4,017.3","3,940.5","4,046.2","3,933.9","7.38K","1.95%"
"2019年3月8日","3,940.5","3,964.7","4,020.9","3,863.7","9.36K","-0.61%"
"2019年3月7日","3,964.7","3,951.5","3,989.6","3,935.7","7.64K","0.34%"
"2019年3月6日","3,951.4","3,951.6","3,984.1","3,912.4","6.59K","-0.01%"
"2019年3月5日","3,951.6","3,800.0","3,966.9","3,786.2","10.80K","3.99%"
"2019年3月4日","3,800.0","3,884.8","3,908.1","3,767.1","10.18K","-2.18%"
"2019年3月3日","3,884.8","3,913.0","3,923.4","3,856.7","2.88K","-0.72%"
"2019年3月2日","3,913.0","3,915.0","3,924.0","3,850.0","5.11K","-0.03%"
"2019年3月1日","3,914.0","3,894.0","3,948.7","3,893.0","4.76K","0.51%"
"2019年2月28日","3,894.0","3,900.1","3,988.0","3,875.0","12.10K","-0.22%"
"2019年2月27日","3,902.7","3,896.8","3,934.0","3,767.0","12.03K","0.15%"
"2019年2月26日","3,896.8","3,919.3","3,934.1","3,870.4","5.11K","-0.64%"
"2019年2月25日","3,921.8","3,825.0","3,965.0","3,825.0","10.41K","2.34%"
"2019年2月24日","3,832.0","4,212.2","4,282.4","3,812.0","36.09K","-9.02%"
"2019年2月23日","4,211.7","4,058.2","4,255.0","4,014.5","21.53K","3.78%"
"2019年2月22日","4,058.3","4,008.8","4,074.0","3,991.3","14.21K","1.23%"
"2019年2月21日","4,008.8","4,053.7","4,122.0","3,975.3","15.48K","-1.14%"
"2019年2月20日","4,055.0","3,989.9","4,070.0","3,969.2","15.25K","1.63%"
"2019年2月19日","3,989.9","3,978.4","4,081.4","3,943.4","24.30K","0.30%"
"2019年2月18日","3,978.1","3,734.5","4,019.9","3,723.9","37.62K","6.52%"
"2019年2月17日","3,734.5","3,676.5","3,788.8","3,668.9","14.07K","1.58%"
"2019年2月16日","3,676.4","3,670.1","3,724.9","3,666.0","7.52K","0.18%"
"2019年2月15日","3,670.0","3,656.7","3,716.3","3,644.5","7.81K","0.36%"
"2019年2月14日","3,656.7","3,665.5","3,681.1","3,641.1","7.53K","-0.26%"
"2019年2月13日","3,666.1","3,694.1","3,735.4","3,650.4","11.76K","-0.76%"
"2019年2月12日","3,694.2","3,681.0","3,728.0","3,645.3","11.34K","0.36%"
"2019年2月11日","3,681.1","3,749.7","3,749.7","3,672.0","7.80K","-1.74%"
"2019年2月10日","3,746.3","3,718.3","3,753.5","3,667.1","9.97K","0.75%"
"2019年2月9日","3,718.4","3,724.1","3,739.1","3,688.8","6.74K","-0.15%"
"2019年2月8日","3,724.0","3,439.0","3,799.6","3,427.8","31.15K","8.38%"
"2019年2月7日","3,436.1","3,451.9","3,462.3","3,429.3","4.80K","-0.46%"
"2019年2月6日","3,452.0","3,512.6","3,521.0","3,417.6","13.16K","-1.73%"
"2019年2月5日","3,512.6","3,490.4","3,517.0","3,475.9","4.59K","0.63%"
"2019年2月4日","3,490.5","3,504.2","3,522.6","3,475.3","5.21K","-0.32%"
"2019年2月3日","3,501.7","3,564.5","3,566.8","3,470.1","7.86K","-1.76%"
"2019年2月2日","3,564.3","3,534.8","3,575.4","3,500.8","10.89K","0.79%"
"2019年2月1日","3,536.2","3,502.7","3,557.2","3,465.0","10.04K","1.00%"
"2019年1月31日","3,501.1","3,529.7","3,565.7","3,482.2","8.57K","-0.81%"
"2019年1月30日","3,529.6","3,478.0","3,548.0","3,451.5","12.58K","1.49%"
"2019年1月29日","3,477.9","3,501.1","3,512.5","3,427.2","10.47K","-0.68%"
"2019年1月28日","3,501.9","3,597.1","3,597.9","3,450.3","17.02K","-2.65%"
"2019年1月27日","3,597.1","3,630.7","3,642.5","3,544.0","11.45K","-0.93%"
"2019年1月26日","3,630.7","3,629.0","3,745.8","3,624.8","13.00K","0.05%"
"2019年1月25日","3,628.9","3,653.0","3,663.4","3,582.1","7.38K","-0.65%"
"2019年1月24日","3,652.6","3,621.7","3,670.0","3,589.9","7.87K","0.90%"
"2019年1月23日","3,619.9","3,639.0","3,677.0","3,591.2","7.97K","-0.53%"
"2019年1月22日","3,639.1","3,579.4","3,676.3","3,488.3","18.08K","1.67%"
"2019年1月21日","3,579.4","3,588.6","3,614.8","3,550.0","10.81K","-0.19%"
"2019年1月20日","3,586.1","3,762.3","3,796.0","3,548.3","20.62K","-4.62%"
"2019年1月19日","3,760.0","3,674.1","3,858.5","3,673.9","13.39K","2.29%"
"2019年1月18日","3,675.7","3,722.5","3,723.9","3,652.4","5.65K","-1.27%"
"2019年1月17日","3,723.0","3,671.3","3,725.0","3,610.0","10.86K","1.41%"
"2019年1月16日","3,671.2","3,657.0","3,750.0","3,642.9","13.23K","0.40%"
"2019年1月15日","3,656.5","3,749.3","3,769.5","3,625.1","13.32K","-2.48%"
"2019年1月14日","3,749.3","3,591.0","3,798.7","3,581.8","14.84K","4.41%"
"2019年1月13日","3,591.0","3,702.0","3,712.9","3,570.0","12.59K","-3.00%"
"2019年1月12日","3,702.0","3,712.8","3,734.0","3,674.4","9.29K","-0.38%"
"2019年1月11日","3,716.1","3,712.8","3,777.4","3,666.6","13.13K","0.09%"
"2019年1月10日","3,712.8","4,083.3","4,136.1","3,687.2","35.02K","-9.07%"
"2019年1月9日","4,083.2","4,100.0","4,165.5","4,036.0","20.63K","-0.41%"
"2019年1月8日","4,100.0","4,113.9","4,210.0","4,056.2","18.72K","-0.34%"
"2019年1月7日","4,113.9","4,170.9","4,196.9","4,078.5","11.32K","-1.38%"
"2019年1月6日","4,171.5","3,911.0","4,214.5","3,892.9","25.17K","6.66%"
"2019年1月5日","3,911.0","3,954.8","4,014.9","3,901.4","14.87K","-1.11%"
"2019年1月4日","3,954.9","3,923.2","3,985.8","3,853.3","13.23K","0.81%"
"2019年1月3日","3,923.2","4,049.9","4,055.1","3,882.0","10.92K","-3.09%"
"2019年1月2日","4,048.5","3,963.1","4,082.2","3,920.1","19.43K","2.16%"
"2019年1月1日","3,963.0","3,832.6","3,981.9","3,788.4","13.85K","3.46%"
"2018年12月31日","3,830.5","3,976.7","3,986.9","3,779.5","15.79K","-3.72%"
"2018年12月30日","3,978.3","3,893.8","4,003.0","3,845.2","17.73K","2.35%"
"2018年12月29日","3,887.0","4,033.9","4,099.7","3,864.6","18.70K","-3.71%"
"2018年12月28日","4,036.7","3,712.0","4,094.9","3,696.3","26.92K","8.67%"
"2018年12月27日","3,714.7","3,930.0","3,954.9","3,688.0","23.61K","-5.47%"
"2018年12月26日","3,929.8","3,909.7","3,990.0","3,812.1","19.13K","0.51%"
"2018年12月25日","3,909.7","4,140.7","4,152.1","3,815.5","33.73K","-5.68%"
"2018年12月24日","4,145.2","4,071.7","4,384.0","4,069.0","38.00K","1.71%"
"2018年12月23日","4,075.7","4,135.0","4,210.0","4,036.8","24.47K","-1.43%"
"2018年12月22日","4,135.0","3,975.9","4,147.3","3,919.5","19.51K","4.00%"
"2018年12月21日","3,976.1","4,214.6","4,283.0","3,913.3","43.52K","-5.66%"
"2018年12月20日","4,214.5","3,810.0","4,275.7","3,788.6","65.87K","10.62%"
"2018年12月19日","3,810.0","3,780.1","4,041.1","3,758.0","55.26K","0.79%"
"2018年12月18日","3,780.1","3,625.0","3,780.9","3,551.0","29.43K","4.28%"
"2018年12月17日","3,625.1","3,299.9","3,711.5","3,285.5","35.72K","9.85%"
"2018年12月16日","3,299.9","3,282.2","3,380.3","3,278.0","19.10K","0.45%"
"2018年12月15日","3,285.1","3,281.6","3,323.8","3,216.1","17.89K","0.07%"
"2018年12月14日","3,282.8","3,354.4","3,390.8","3,226.4","28.56K","-2.13%"
"2018年12月13日","3,354.4","3,535.6","3,539.1","3,322.2","22.24K","-5.13%"
"2018年12月12日","3,535.6","3,435.3","3,611.2","3,415.1","20.93K","2.92%"
"2018年12月11日","3,435.3","3,523.5","3,549.6","3,384.0","24.05K","-2.54%"
"2018年12月10日","3,524.9","3,642.1","3,697.9","3,475.8","22.60K","-3.15%"
"2018年12月9日","3,639.6","3,506.0","3,766.6","3,469.7","25.08K","3.81%"
"2018年12月8日","3,506.0","3,460.0","3,784.8","3,316.2","39.08K","1.33%"
"2018年12月7日","3,460.0","3,528.6","3,624.8","3,278.4","74.08K","-2.02%"
"2018年12月6日","3,531.3","3,770.5","3,908.0","3,506.0","58.22K","-6.21%"
"2018年12月5日","3,765.3","3,982.2","4,000.1","3,751.1","28.43K","-5.44%"
"2018年12月4日","3,981.9","3,903.8","4,131.1","3,793.1","33.69K","2.07%"
"2018年12月3日","3,901.2","4,172.9","4,178.5","3,836.2","36.86K","-6.21%"
